;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;"Республика Казахстан, г.Алматы, микр ""Сам?ау"", ул Кокорай 28";;;;;;;;;;;;;;;
;"tel: +7(727) 222-19-19; +7(707) 222-19-19";;;;;;;;;;;;;;;
;mail: bulak_santeh@mail.ru;;;;;;;;;;;;;;;
;site: www.bulak.kz;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;Изображение;;Код;;Артикул;;Номенклатура;Сборка;Бренд;Оптовая;Остаток;В резерве;;;;
;;;;;;;;;;;;;;;;
;Товары перенесенные из бухгалтерии 77;;;;;;;;;;;;;;;
;  GROHE РАСПРОДАЖА;;;;;;;;;;;;;;;
;;;215 501;;19897001;;19897001 Eurocube Комплект для ванны на 4 отверстия;;GROHE;322 830;1;;;;;
;;;213 126;;23844003;;23844003 Plus Смеситель однорычажный для раковины с нажимным сливным гарнитуром,выдвижной излив, L-S;;GROHE;132 950;3;;;;;
;;;213 268;;23871003;;23871003 Plus Смеситель однорычажный для раковины DN 15 M-SIZE;;GROHE;94 842;1;;;;;
;;;216 093;;23911001;;23911001 BauEdge Смеситель для раковины, размер L EcoJoy и ограничитель температуры, рычажный донный;;GROHE;38 857;2;;;;;
;;;213 574;;32612003;;32612003 Plus Смеситель однорычажный для раковины со сливным гарнитуром, S-Size;;GROHE;68 668;2;;;;;
;;;213 763;;33241003;;33241003 Plus Смеситель однорычажный для биде со сливным гарнитуром;;GROHE;63 716;1;;;;;
;;;213 573;;33553003;;33553003 Plus Смеситель для ванны;;GROHE;112 044;5;;;;;
;;;213 124;;33577003;;33577003 Plus Смеситель для душа;;GROHE;84 781;1;;;;;
;;;213 125;;40954000;;40954000 Plus Полочка для смесителей внешнего монтажа;;GROHE;32 081;2;;;;;
;;;218 753;;23970003;;ESM Смес.д.рак-ны, разм.L, нажимн.клапан;;GROHE;47 619;2;;;;;
;;;219 622;;25242003;;Eurosmart 2021 Смеситель для душа, наружный, рычаг в форме петли;;GROHE;34 020;6;;;;;
;;;151 318;;22500LN0;;GROHE Sense Guard Интеллектуальное управление водой;;GROHE;164 622;2;;;;;
;;;151 286;;37547000;;Skate Накладная панель (круглая);;GROHE;26 967;3;1;;;;
;;;151 017;;3948600H;;Биде GROHE Cube Ceramic подвесное, альпин-белый (3948600H);;GROHE;97 242;6;;;;;
;;;151 613;;3948700H;;БИДЕ НАПОЛЬНОЕ СТАНДАРТНОЕ GROHE CUBE CERAMIC 3948700H;;GROHE;106 338;3;;;;;
;;;153 308;;27974IG0;;Верхний душ GROHE Grandera 210 27974IG0;;GROHE;139 017;1;;;;;
;;;151 137;;27976000;;Верхний душ GROHE Grandera Rainshawer 27976000;;GROHE;127 368;3;;;;;
;;;220 535;;29156LS0;;Внешняя часть термостатического смесителя на 2 выхода GROHE Grohtherm SmartControl, белая луна;;GROHE;282 228;3;;;;;
;;;24 786;;40630IG0;;Держатель полотенца кольцо Grohe Grandera (золотой ободок);;GROHE;52 167;1;;;;;
;;;24 787;;40629000;;Держатель полотенца широкий Grohe Grandera 40629000;;GROHE;65 666;1;;;;;
;;;24 788;;40629IG0;;Держатель полотенца широкий Grohe Grandera 40629ig0;;GROHE;85 229;1;;;;;
;;;24 793;;40625000;;Держатель туалетной бумаги без крышки Grohe Grandera 40625000;;GROHE;49 536;1;;;;;
;;;24 780;;40627IG0;;Дозатор для жидкого мыла Grohe Grandera 40627ig0 (золотой ободок);;GROHE;80 538;1;;;;;
;;;150 805;;27243001;;Душевой гарнитур 3 вида струи GROHE Euphoria Massage 27243001;;GROHE;42 000;2;;;;;
;;;153 317;;34720000;;Душевой гарнитур GROHE GRT SmartControl 34720000;;GROHE;102 813;4;;;;;
;;;151 309;;27986000;;Душевой кронштейн настенный GROHE Grandera 27986000;;GROHE;30 774;1;;;;;
;;;150 497;;27993IG0;;Душевой набор GROHE Rainshower Grandera 1 режим, хром/золото;;GROHE;74 832;1;;;;;
;;;152 757;;27986IG0;;Излив для душа GROHE Rainshower Grandera, вынос 282 мм, настенный монтаж;;GROHE;50 419;1;;;;;
;;;151 319;;22505LN0;;Интелектуальный датчик воды GROHE Sense 22505LN0;;GROHE;24 825;4;;;;;
;;;236 208;;36325002;;Инфракрасный вентиль для раковины GROHE Eurosmart Cosmopolitan E (со смешиванием воды), размер М, 230V, 5.7 л/мин, хром (36325002);;GROHE;127 335;10;2;;;;
;;;21 562;;38732BR0;;Кнопка для инсталляции анти отпечаток Grohe Skate Cosmopolitan (титаниум) 38732BR0;;GROHE;43 105;1;;;;;
;;;24 025;;38733000;;Монтажный уголок Rapid SL;;GROHE;12 773;1;1;;;;
;;;208 129;;40846001;;Набор аксессуаров GROHE Essentials New 4 в 1, хром 40846001;;GROHE;43 931;24;;;;;
;;;211 247;;14074000;;Набор для подключения сиденья-биде: шланг 795 мм, Т-образное подключение, хром (14074000);;GROHE;14 755;3;;;;;
;;;231 544;;279582430;;Настенный держатель GROHE Vitalio Universal, черный матовый (279582430);;GROHE;7 559;18;;;;;
;;;235 999;;275952431;;Настенный держатель лейки душа GROHE Tempesta, матовый черный (275952431);;GROHE;11 838;22;;;;;
;;;23 120;;18349000;;Пластиковая полочка 18349000 Eurosmart Cosmopolitan;;GROHE;8 392;4;;;;;
;;;24 743;;27970IG0;;Подключение душевого шланга стандартное GROHE Grandera 27970IG0;;GROHE;43 198;1;;;;;
;;;231 543;;279462430;;Ручной душ GROHE Vitalio Start 100 2 режима струи, черный матовый (279462430);;GROHE;13 875;2;;;;;
;;;24 666;;19297001;;Системы скрытого монтажа внешняя панель управления для ванны GROHE Lineare;;GROHE;50 020;2;;;;;
;;;231 547;;295032430;;Сифон GROHE 1/4?, черный матовый (295032430);;GROHE;61 900;18;;;;;
;;;213 161;;33565LS3;;Смеситель для биде GROHE Eurostyle new с донным клапаном, белая луна 33565LS3;;GROHE;56 687;1;;;;;
;;;153 298;;23720003;;Смеситель для биде GROHE EuroStyle S-Size 23720003;;GROHE;42 051;5;;;;;
;;;24 671;;23138000;;Смеситель для биде стандартный GROHE EuroCube 23138000;;GROHE;79 052;23;;;;;
;;;24 702;;33565003;;Смеситель для биде стандартный GROHE EuroStyle New 33565003;;GROHE;42 340;1;;;;;
;;;25 170;;33848001;;Смеситель для биде стандартный GROHE Lineare New 33848001;;GROHE;93 714;9;;;;;
;;;24 688;;19920000;;Смеситель для ванны встраиваемый без излива GROHE Grandera 19920000;;GROHE;102 503;2;;;;;
;;;24 689;;19920IG0;;Смеситель для ванны встраиваемый без излива GROHE Grandera 19920IG0;;GROHE;131 560;2;;;;;
;;;24 706;;33300002;;Смеситель для ванны с изливом GROHE EuroSmart New 33300002;;GROHE;36 325;43;10;;;;
;;;24 699;;33591002;;Смеситель для ванны с изливом GROHE EuroStyle Cosmopolitan 33591002;;GROHE;58 516;8;;;;;
;;;152 755;;23726003;;Смеситель для ванны с изливом GROHE EuroStyle, настенный монтаж, хром 23726003;;GROHE;62 104;1;;;;;
;;;153 326;;24051002;;Смеситель для душа GROHE EuroStyle Cosmopolitan, хром 24051002;;GROHE;59 136;1;;;;;
;;;24 716;;33635003;;Смеситель для душа встраиваемый без подключения шланга GROHE EuroStyle New 33635003;;GROHE;37 521;3;;;;;
;;;24 800;;23430000;;Смеситель для душа с подключением шланга GROHE EuroDisc Joy 23430000;;GROHE;63 354;2;;;;;
;;;24 705;;33555002;;Смеситель для душа с подключением шланга GROHE EuroSmart New 33555002;;GROHE;31 011;19;;;;;
;;;24 698;;33590002;;Смеситель для душа с подключением шланга GROHE EuroStyle Cosmopolitan 33590002;;GROHE;42 291;3;;;;;
;;;24 714;;33590LS3;;Смеситель для душа с подключением шланга GROHE EuroStyle New 33590LS3;;GROHE;62 356;22;;;;;
;;;151 306;;23316000;;Смеситель для душа с подключением шланга GROHE Grandera 23316000;;GROHE;124 015;1;;;;;
;;;153 333;;23135000;;Смеситель для кухни GROHE EuroCube L-Size, боковой 23135000;;GROHE;76 362;1;;;;;
;;;24 746;;31124002;;Смеситель для кухни стандартный GROHE EuroStyle Cosmopolitan 31124002;;GROHE;69 601;3;;;;;
;;;230 734;;23975003;;Смеситель для раковины Eurosmart 2021, размер M, гибридное управление (23975003);;GROHE;110 348;1;;;;;
;;;153 338;;2312700E;;Смеситель для раковины GROHE Eurocube S-Size 2312700E;;GROHE;88 014;1;;;;;
;;;235 611;;23324001;;Смеситель для раковины GROHE Eurosmart, средний излив, хром (23324001);;GROHE;27 682;25;;;;;
;;;24 691;;19929IG0;;Смеситель для раковины GROHE Gradera 19929IG0;;GROHE;166 452;1;;;;;
;;;24 798;;23428000;;Смеситель для раковины корпус высокий GROHE EuroDisc Joy 23428000;;GROHE;111 325;1;;;;;
;;;24 822;;23569LS3;;Смеситель для раковины корпус высокий GROHE EuroStyle New 23569LS3;;GROHE;88 936;1;;;;;
;;;24 823;;23570LS3;;Смеситель для раковины корпус высокий GROHE EuroStyle New 23570LS3;;GROHE;110 953;3;;;;;
;;;24 675;;23322001;;Смеситель для раковины стандартный GROHE EuroSmart New 23322001;;GROHE;33 733;37;;;;;
;;;24 674;;23037002;;Смеситель для раковины стандартный GROHE EuroStyle Cosmopolitan 23037002;;GROHE;49 018;4;;;;;
;;;25 175;;23310000;;Смеситель для раковины стандартный GROHE Grandera 23310000;;GROHE;98 499;1;;;;;
;;;230 727;;303072431;;Смеситель однорычажный для мойки Grohe Start, DN 15 (303072431);;GROHE;69 090;9;;;;;
;;;231 551;;324412432;;Сместель для мойки GROHE Start однорычажный, DN 15, черный матовый (324412432);;GROHE;47 032;130;;;;;
;;;151 303;;40278000;;Стакан держатель Grohe Allure 40278000;;GROHE;29 470;3;;;;;
;;;151 304;;40376000;;Стакан держатель Grohe Ondus 40376000;;GROHE;35 352;3;;;;;
;;;24 781;;40626000;;Стакан керамический Grohe Grandera 40626000;;GROHE;47 362;1;;;;;
;;;24 782;;40626IG0;;Стакан керамический Grohe Grandera 40626ig0 (золотой ободок);;GROHE;61 548;1;;;;;
;;;25 149;;19937IG0;;Термостат для душа встраиваемый без подключения шланга GROHE Grandera 19937IG0;;GROHE;169 313;1;;;;;
;;;24 791;;40632000;;Туалетный ершик колба керамическая Grohe Grandera 40632000;;GROHE;69 213;1;;;;;
;;;151 614;;3948500H;;УНИТАЗ НАПОЛЬНЫЙ ПРИСТАВНОЙ БЕЗОБОДКОВЫЙ GROHE CUBE CERAMIC 3948500H;;GROHE;150 751;4;;;;;
;;;212 948;;3924500H;;Унитаз подвесной GROHE Cube Ceramic, безободковая чаша, каскадный смыв,горизонтальный выпуск 3924500;;GROHE;184 689;2;;;;;
; 1. АРМАТУРА, ПЛАСТИК, ШЛАНГИ;;;;;;;;;;;;;;;
; 1. ALCAPLAST Сифоны, арматура, сиденья (Чехия);;;;;;;;;;;;;;;
;1.Арматура;;;;;;;;;;;;;;;
;;;216 398;;"A150-1/2""";;"A150-1/2"" Впускной механизм с боковой подводкой";;Alca Plast;3 400;5;;;;;
;;;1 352;;"A160-3/8""";;A160 3/8 Впускной механизм с боковой подводкой;;Alca Plast;4 300;203;20;;;;
;;;1 355;;"A18-1/2""";;"A18-1/2"" поплавок - впускной механизм с нижней подводкой";;Alca Plast;4 750;109;;;;;
;;;1 316;;"A18-3/8""";;"A18-3/8"" Впускной механизм с нижней подводкой";;Alca Plast;4 750;35;10;;;;
;;;2 969;;"SA2000 1/2"" CHROM";;SA2000 1/2 CHROM Выпускной комплект со стоп кнопкой;;Alca Plast;7 750;63;;;;;
;;;2 971;;"SA2000S 1/2"" CHROM";;SA2000s 1/2 CHROM Выпускной комплект со стоп кнопкой с нижн подводкой;;Alca Plast;7 900;833;-1;;;;
;;;237 647;;"SA2000K 1/2"" CHROM";;"Выпускной комплект ALCA PLAST SA2000K 1/2"" CHROM со стоп кнопкой";;Alca Plast;8 850;11;;;;;
;;;237 648;;"SA2000SK 1/2"" CHROM";;"Выпускной комплект ALCA PLAST SA2000SK 1/2"" CHROM со стоп кнопкой";;Alca Plast;9 400;397;;;;;
;2.Сифоны, гофры;;;;;;;;;;;;;;;
;;;1 385;;A400;;A400 Сифон хр.лат для умыв, цельнометаллический, круглый;;Alca Plast;20 500;168;;;;;
;;;209 138;;A400BLACK;;A400BLACK Сифон  для умывальника, круглый, черный-мат;;Alca Plast;69 300;12;;;;;
;;;1 386;;A401;;A401 граненный сифон;;Alca Plast;24 800;85;;;;;
;;;1 388;;A410;;A410 Сифон для умывальника ?32 с нержавеющей peшeткой ?63;;Alca Plast;2 750;145;;;;;
;;;1 389;;A43;;"A43 Сифон для умывальника ?40 c накидной гайкой 5/4""";;Alca Plast;1 800;63;1;;;;
;;;1 390;;A430;;"A430 Сифон для умывальника ?32 c накидной гайкой 5/4""";;Alca Plast;2 000;96;;;;;
;;;1 391;;A431;;A431 Сифон для умыв метал д 32 накидная гайка 5/4;;Alca Plast;9 050;58;28;;;;
;;;1 393;;A432;;"A432 Сифон для умывальника d32, U-форма, цельнометаллический, с накидной гайкой 5/4""";;Alca Plast;7 900;207;27;;;;
;;;3 213;;A45B;;A45 B Сифон для писсуара горизонтальный;;Alca Plast;7 500;65;13;;;;
;;;3 214;;A45C;;A45 C нижний сифон для писсуара;;Alca Plast;7 500;531;;;;;
;;;1 394;;A45E;;A45 E Сифон для биде пластик с метал  с накидной гайкой 5/4;;Alca Plast;8 800;57;;;;;
;;;3 247;;A45A;;A45A Сифон для писсуара с манжетой;;Alca Plast;3 050;110;5;;;;
;;;209 136;;A507BLACK;;A507BLACK Сифон для ванны CLICK/CLACK, черный-мат;;Alca Plast;57 400;1;;;;;
;;;3 248;;A55K-100;;A55 К 100 см слив- перелив для ванны автомат;;Alca Plast;13 750;200;1;;;;
;;;3 249;;A55K;;A55 К 60 см слив- перелив для ванны автомат;;Alca Plast;12 200;480;;;;;
;;;3 250;;A55K-80;;A55 К 80см слив- перелив для ванны автомат;;Alca Plast;13 250;1 060;4;;;;
;;;213 101;;A55ANTIC;;A55ANTIC Сифон для ванны автомат-комплект, бронза-антик;;Alca Plast;37 650;43;;;;;
;;;213 102;;A55BLACK;;A55BLACK Сифон для ванны автомат комплект, чёрный-матовый;;Alca Plast;46 200;27;;;;;
;;;1 408;;A79;;A79 гибкое соединение 6/4*40 пластмасса;;Alca Plast;750;120;;;;;
;;;1 409;;A790;;A790 гибкое соединение;;Alca Plast;800;188;;;;;
;;;3 261;;A90-22;;A90-22 Колено для унитаза 22 гр;;Alca Plast;2 450;14;;;;;
;;;1 410;;A90-45;;A90-45 Колено для унитаза 45 гр;;Alca Plast;2 400;3;;;;;
;;;3 262;;A91-400;;A91-400 насадка для унитаза 400 мм;;Alca Plast;3 400;6;;;;;
;;;1 414;;A97;;A97 Гофра Гибкая подводка для выпуска унитаза;;Alca Plast;3 350;237;;;;;
;;;1 416;;A990;;A990 Манжета для унитаза со смещением;;Alca Plast;1 100;102;;;;;
;;;1 431;;APS1;;APS1 Сифон для стиральной машины наружн хром;;Alca Plast;2 400;117;;;;;
;;;1 476;;ARV002-BLISTR;;ARV002 BLISTR угловой четырехгранный вентиль;;Alca Plast;6 050;91;2;;;;
;;;1 479;;ATS001;;ATS001 Кран писсуарный;;Alca Plast;17 200;73;;;;;
;запасные части;;;;;;;;;;;;;;;
;;;2 751;;M901;;M901 прокладка подводки+вывод+гофрированная прокладка 45*58*25;;Alca Plast;2 000;77;10;;;;
;;;19 077;;P148Z;;"P148Z Колено с двумя штуцерами G1""/17-23 с обратными клапанами";;Alca Plast;5 700;8;;;;;
;Клик Клак;;;;;;;;;;;;;;;
;;;211 253;;A390;;"A390 Донный клапан сифона для умыв. click/clack 5/4"", ц-мет. с переливом и большой заглушкой";;Alca Plast;11 150;148;21;;;;
;;;1 382;;A391;;"A391 Водослив для умывальника click/clack 5/4"", цельнометаллический с малой заглушкой";;Alca Plast;9 250;90;29;;;;
;;;19 086;;A392ANTIC;;"A392 ANTIC Донный клапан сифона для умыв. click/clack 5/4"", ц-мет. с переливом и большой загл бронза";;Alca Plast;20 600;62;;;;;
;;;209 137;;A392BLACK;;"A392 BLACK Донный клапан сифона для умыв. click/clack 5/4"", ц-мет. с переливом и большой загл черный";;Alca Plast;33 450;32;;;;;
;;;212 054;;A392C;;A392C Донный клапан сифона для умывальника CLICK/CLACK;;Alca Plast;10 250;33;;;;;
;;;1 384;;A393;;"A393 Водослив для умывальника click/clack 5/4"", цельнометаллический с квадратной заглушкой";;Alca Plast;11 900;63;;;;;
;;;217 253;;A395;;"A395 Водослив для умывальника click/clack 5/4"", цельнометаллический, без перелива";;Alca Plast;10 250;129;;;;;
;;;234 675;;A39;;"Донный клапан сифона для умывальника Alca Plast click/clack 5/4"", цельнометалический, с переливом и малой заглушкой (A39)";;Alca Plast;9 600;49;;;;;
;;;233 258;;M9000;;Комплект принадлежностей к унитазу ALCA PLAST с удлиненными деталями для людей с ограниченными физическими возможностями (M9000);;Alca Plast;13 800;106;;;;;
;;;237 812;;A43S-DN40;;"Сифон Alca Plast для мебели для умывальника DN40 c накидной гайкой 5/4""";;Alca Plast;8 350;19;;;;;
